GROWTH_PLATFORM_NM,SVC_LINE_NM,PRACTICE_NM,SVC_AREA_NM,CAPACITY_GROUP_NM,JRS_NM,NEW_GROWTH_PLATFORM_NM,NEW_SVC_LINE_NM,NEW_PRACTICE_NM,ECONOMIC_MODEL_NM,NEW_SVC_AREA_NM,NEW_JRS_NM,PRACTICE_TYPE_NM,JRS_ACTION,COMMENTS
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Business Sales & Delivery Executive-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Business Transformation Consultant-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Delivery Manager-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Integration Architect-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Solution Manager-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Solution Representative-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Procurement Process Services,CPS-Procurement Process Services G5,Unassigned,Transition Manager-Procurement,Business Transformation Services,Finance & Supply Chain Transformation,Procurement BPaaS,Managed Services,Procurement BPaaS,,Rename,no change,
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Business Sales & Delivery Executive-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Business Transformation Consultant-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Delivery Manager-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,used by PRR
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Integration Architect-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Process Delivery Specialist-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,used by PRR
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Process Innovation Professional-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,used by PRR
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Solution Manager-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,
Cognitive Process Transformation,Cognitive Process Services,Risk & Compliance,CPS-Risk & Compliance GF,CPS - Risk and Compliance,Solution Representative-Risk & Compliance,Business Transformation Services,Industry Transformation Units,Financial Crimes BPaaS (PRR),Managed Services,Risk & Compliance,,Merge,no change,
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Account Technical Representative-Talent & Transformation,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Business Sales & Delivery Executive-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Business Sales & Delivery Executive-Talent & Transformation Process Services,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,Business Sales & Delivery Executive-Talent Transformation BPaaS,Rename,change,JR/S specialty change; change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Business Transformation Consultant-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Business Transformation Consultant-Talent & Transformation,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Business Transformation Consultant-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Delivery Manager-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Delivery Manager-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Integration Architect-Talent & Transformation,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Process Delivery Specialist-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Process Delivery Specialist-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Process Innovation Professional-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Process Innovation Professional-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Solution Manager-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Solution Manager-Talent & Transformation,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Solution Manager-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Solution Representative-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Solution Representative-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Transition Manager-Human Resources Operations,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Managed Emp Services,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Managed Emp Services'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Transition Manager-Talent & Transformation,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-HR & Learning Optimization G3,Unassigned,Transition Manager-Talent Development Optimization Processes,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Development BPaaS,,Rename,change,change Service Area from 'CPS-HR & Learning Optimization G3' to 'Talent Development BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Business Sales & Delivery Executive-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Business Transformation Consultant-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Delivery Manager-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Process Delivery Specialist-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Recruiting Services Professional-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Solution Manager-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Solution Representative-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
Cognitive Process Transformation,Cognitive Process Services,Talent & Transformation Process Services,CPS-Talent Acquisition & Optimization G6,Unassigned,Transition Manager-Talent Acquisition Optimization,Business Transformation Services,Talent Transformation,Talent Transformation BPaaS,Managed Services,Talent Acquisition BPaaS,,Rename,change,change Service Area from 'CPS-Talent Acquisition & Optimization G6' to 'Talent Acquisition BPaaS'
,,,,,Business Sales & Delivery Executive - Oracle HCM,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Business Sales & Delivery Executive - Oracle HCM,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant - Oracle EBS HR,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant - Oracle EBS HR,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant - Oracle PSFT HR,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant - Oracle PSFT HR,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Solution Architect-Oracle Cloud HCM,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Solution Architect-Oracle Cloud HCM,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Payroll,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Payroll,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Time & Labor,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Time & Labor,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Absence Management,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Absence Management,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Talent Management,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Talent Management,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Compensation,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Compensation,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Talent ORC Recruiting,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Talent ORC Recruiting,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Analytics,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Analytics,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
,,,,,Package Consultant-Oracle Cloud HCM Benefits,Business Transformation Services,Talent Transformation,Oracle HCM,Techology & SI,Oracle HCM,Package Consultant-Oracle Cloud HCM Benefits,New,add,"net new JR/S, need to confrim Oracle HCM is moving to TT.  JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change."
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Business Analyst-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Business Programs Manager-Lean Six Sigma,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Business Programs Manager-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Delivery Project Executive-Business Process,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Executive-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Fin & Admin Business Analyst-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Financial Analyst-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,HR Delivery Process Owner-Global Delivery Process Lead,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Solution Manager-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Business Management Operations,Team Leader-Finance & Accounting,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Contract Management and Project Administration,Asset Management Analyst-Account Management,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Internal Controls and Testing,Business Controls Professional-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Internal Controls and Testing,Business Operations Professional-Business Controls,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Internal Controls and Testing,Service Coordinator-IT Service Management,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Marketing,Marketing & Communications Operations Professional-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Project Management,Project Manager-Shared Services,Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Cognitive Process Transformation,Shared Services,Shared Services,GBS Shared Services G7,CPS - Risk and Compliance,"Project Manager-Security Strategy, Risk & Compliance Services",Business Support,Shared Services,Shared Services,?,Shared Services,,Intact,no change,
Enterprise Strategy & iX,Enterprise Strategy,Connected Operations Strategy,DST-Connected Operations Strategy X7,DST - Connected Operations Strategy,Strategy Consultant-Connected Ops Strategy,Business Transformation Services,Industry Transformation Units,Enterprise Strategy,Strategy & Consulting,Business Strategy,,Merge,,
Enterprise Strategy & iX,Enterprise Strategy,Digital Business Strategy,DST-Digital Business Strategy X8,DST - Digital Business Strategy,Strategy Consultant-Digital Business Strategy,Business Transformation Services,Industry Transformation Units,Enterprise Strategy,Strategy & Consulting,Business Strategy,,Merge,,
Enterprise Strategy & iX,Enterprise Strategy,N/A - Service Area not allocated,N/A - Service Area not allocated,DSI - Complex Programs,Project Manager-Complex Programs.Digital Strategy,#N/A,#N/A,#N/A,#N/A,,,#N/A,deletion/migration,"no target JR/S, low population"
Enterprise Strategy & iX,Enterprise Strategy,Talent & Transformation Strategy,DST-Talent & Transformation Strategy X9,DST - Talent & Transformation Strategy,Strategy Consultant-Talent Reinvention,Business Transformation Services,Industry Transformation Units,Enterprise Strategy,Strategy & Consulting,Business Tech & Agility,,Merge,,
Enterprise Strategy & iX,Enterprise Strategy,Technology & Data Strategy,DST-Technology & Data Strategy X0,DST - Technology & Data Strategy,Strategy Consultant-Tech & Data Strategy,Business Transformation Services,Industry Transformation Units,Enterprise Strategy,Strategy & Consulting,Business Tech & Agility,,Merge,,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Application Consultant-Contact Center,Business Transformation Services,Customer Transformation,Customer Strategy & Process,Strategy & Consulting,Contact Center,,New,change,moving JR/S from Customer Engagement & Design to Customer Strategy & Process
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-Customer Service Ops,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,deletion/migration,migrating to a new JR/S
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Application Architect-iX Integration,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Application Architect-Customer & Experience Transformation,Merge,deletion/migration,"Need to validate, was not included in Billy Seabrook input; specialty revised again 3/22/2021"
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Application Developer-Experience Back End,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Application Developer-Experience Full Stack,Merge,deletion/migration,Need to confirm if we can use 'full stack' in the specialty name
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Application Developer-Experience Front End,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Complex Project Manager-iX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Complex Project Manager-Customer & Experience Transformation,Merge,change,specialty change from 'iX' to 'Digital & Experience'; specialty change again to 'Customer & Experience Transformation' on 3/22/2021
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Copy,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Designer-Content Design,Merge,deletion/migration,JR/S consolidation
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Production,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Designer-Visual Design,Merge,deletion/migration,Designer-Production may have already been deleted
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-UX Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Designer-Visual Design,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Architect-UX,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Architect-Customer & Experience Transformation,Merge,change,specialty change from 'UX' to 'Customer & Experience Transformation'
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-Integrated Brand Strategy,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,deletion/migration,migrating to a new JR/S
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-Marketing Activation,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,Experience Consultant-Customer & Experience Transformation,Merge,deletion/migration,migrating to a new JR/S
Enterprise Strategy & iX,iX,Customer Engagement & Design,DXX-Customer Engagement & Design X3,DXX - Customer Engagement & Design Cmplx Pgms Cntct Ctr SC&D,Experience Consultant-Research,Business Transformation Services,Customer Transformation,Experience Design & Mobile,Strategy & Consulting,Experience Design,,Merge,no change,
